Experiment,Experimental_batch,Bee_ID,Number,Caste,Queen_source,Developmental_conditions,Weeks_outdoors,Colony_ID,Treatment,Lab_ID,NCBI_Genbank_acession_number,BLAST_date,First_BLAST_match_accession_number,BLAST_match_percentage,Species,Location,Lat_lon,Date_Queen_Collected,Date_Experiment_Start,Bee_weight_g,Time_in_experiment_hours,Mortality,Sucrose_consumed,Sucrose_consumed_per_hour,Dead_bee_weight_g,Weight_change_g,Valid_mort_data,Valid_sucrose_data,Male,Valid_species,Notes
Experiment04,1,5BL,10x,Drone,Commercial_Biobest,Outdoor,5,5,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,"Frozen immediately upon return of the commerical colony to the lab (after being placed outdoors in the field for 5 weeks), to provide a baseline for any future molecular work"
Experiment04,1,5BLW,1x,Worker,Commercial_Biobest,Outdoor,5,5,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediately upon return of the commerical colony to the lab (after being placed outdoors in the field for 5 weeks), to provide a baseline for any future molecular work"
Experiment04,1,504,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.24,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,528,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.173,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,551,1x,Drone,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.31,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,515,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.241,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,518,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.24,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,520,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.263,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,523,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.281,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,531,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.255,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,534,1x,Drone,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.217,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,718,1x,Drone,Wild,Laboratory,0,H,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.218,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,727,1x,Drone,Wild,Laboratory,0,H,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.243,16,1,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,724,1x,Drone,Wild,Laboratory,0,H,WT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.226,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,729,1x,Drone,Wild,Laboratory,0,H,WT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.179,48,0,NA,NA,NA,NA,,NA,1,1,
Experiment04,1,505,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.121,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,506,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.149,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,516,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.217,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,519,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.164,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,536,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.245,40,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,538,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.22,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,546,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.198,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,554,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.154,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,556,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.221,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,562,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.27,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,564,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.277,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,565,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.171,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,567,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.188,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,569,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.214,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,570,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.244,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,572,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.2,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,574,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.132,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,578,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.162,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,580,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.181,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,590,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.22,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,592,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.158,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,596,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.124,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,597,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.183,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,598,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.194,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,604,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.187,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,606,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.098,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,607,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.137,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,508,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.17,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,511,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.212,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,521,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.305,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,522,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.164,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,539,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.219,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,542,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.203,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,548,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.151,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,550,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.221,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,552,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.168,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,555,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.193,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,559,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.289,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,560,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.2,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,571,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.365,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,575,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.198,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,579,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.194,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,581,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.175,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,583,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.143,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,584,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.131,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,589,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.176,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,593,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.187,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,599,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.117,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,600,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.135,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,609,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.182,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,500,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.138,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,510,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.191,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,512,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.155,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,517,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.127,16,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,529,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.203,16,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,532,1x,Worker,Commercial_Koppert,Laboratory,0,AX (Boola),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.169,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,537,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.166,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,540,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.215,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,541,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.278,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,545,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.172,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,547,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.314,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,549,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.198,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,558,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.202,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,561,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.182,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,563,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.192,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,566,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.245,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,568,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.106,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,573,1x,Worker,Commercial_Koppert,Laboratory,0,AY (Euclid),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.228,16,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,576,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.197,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,582,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.16,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,585,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.129,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,586,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.176,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,587,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.168,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,588,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.101,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,594,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.222,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,595,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.181,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,601,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.185,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,602,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.133,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,605,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.155,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,608,1x,Worker,Commercial_Koppert,Laboratory,0,AZ (Eire),KT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.191,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,611,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.224,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,613,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.205,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,614,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.176,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,616,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.171,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,617,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.181,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,618,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.151,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,622,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.124,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,625,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.363,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,632,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.147,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,641,1x,Worker,Wild,Laboratory,0,A,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.185,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,647,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.146,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,650,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.179,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,655,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.17,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,656,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.161,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,663,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.137,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,664,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.129,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,665,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.139,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,675,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.118,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,676,1x,Worker,Wild,Laboratory,0,K,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.147,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,686,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.168,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,687,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.172,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,692,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.13,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,694,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.095,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,695,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.164,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,696,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.182,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,704,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.145,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,705,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.142,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,706,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.103,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,709,1x,Worker,Wild,Laboratory,0,M,WC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,02-Jul-24,0.137,48,0,NA,NA,NA,NA,1,NA,0,1,
