Experiment,Experimental_batch,Bee_ID,Number,Caste,Queen_source,Developmental_conditions,Weeks_outdoors,Colony_ID,Treatment,Lab_ID,NCBI_Genbank_acession_number,BLAST_date,First_BLAST_match_accession_number,BLAST_match_percentage,Species,Location,Lat_lon,Date_Queen_Collected,Date_Experiment_Start,Bee_weight_g,Time_in_experiment_hours,Mortality,Sucrose_consumed,Sucrose_consumed_per_hour,Dead_bee_weight_g,Weight_change_g,Valid_mort_data,Valid_sucrose_data,Male,Valid_species,Notes
Experiment03,2,430,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.233,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,432,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.212,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,433,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.361,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,446,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.245,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,448,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.163,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,450,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.188,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,452,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.194,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,454,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.211,16,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,455,1x,Worker,Commercial_Koppert,Laboratory,0,Euclid,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.146,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,461,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.205,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,462,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.23,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,463,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.159,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,464,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.152,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,468,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.257,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,476,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.15,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,483,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.156,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,484,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.17,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,489,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.169,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,492,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.194,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,494,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.176,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,495,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.222,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,496,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.182,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,498,1x,Worker,Commercial_Koppert,Laboratory,0,Eire,LBT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.145,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,262,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.369,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,267,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.204,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,268,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.225,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,269,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.214,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,270,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.269,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,273,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.194,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,274,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.237,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,275,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.238,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,276,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.263,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,278,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.313,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,283,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.252,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,284,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.246,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,290,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.234,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,295,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.334,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,302,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.2,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,316,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.258,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,321,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.126,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,330,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.291,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,335,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.226,48,0,NA,NA,NA,NA,1,NA,0,1,Missing from sample box
Experiment03,2,341,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.19,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,344,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.172,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,346,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.18,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,347,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.194,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,349,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.258,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,353,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.25,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,362,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.22,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,363,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.205,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,364,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.196,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,367,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.29,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,369,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.301,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,379,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.197,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,383,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODC,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.228,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,254,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.204,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,272,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.283,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,287,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.237,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,288,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.222,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,289,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.244,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,292,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.331,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,293,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.268,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,297,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.232,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,305,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.146,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,337,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.214,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,343,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.215,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,352,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.203,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,360,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.162,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,361,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.285,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,370,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.196,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,374,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.186,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,375,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODD,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.248,16,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,253,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.282,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,255,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.235,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,256,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.328,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,258,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.232,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,260,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.249,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,261,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.24,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,263,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.205,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,264,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.215,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,265,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.221,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,271,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.203,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,277,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.237,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,285,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.36,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,291,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.265,40,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,294,1x,Worker,Commercial_Biobest,Outdoor,5,6,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.259,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,298,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.229,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,300,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.243,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,306,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.297,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,308,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.211,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,313,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.131,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,314,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.239,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,317,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.273,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,318,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.165,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,325,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.307,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,331,1x,Worker,Commercial_Biobest,Outdoor,5,2,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.195,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,340,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.207,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,342,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.196,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,345,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.193,4,1,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,359,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.238,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,366,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.254,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,368,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.18,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,371,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.224,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment03,2,384,1x,Worker,Commercial_Biobest,Outdoor,5,3,ODT,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,19-Jun-24,0.201,48,0,NA,NA,NA,NA,1,NA,0,1,
Experiment04,1,WQ1,1x,Queen,Wild,Outdoor,NA,M,NA,NA,NA,NA,NA,NA,terrestris,"Ireland: County Wicklow, Calary Upper",53.135 N 6.162 W,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"The wild caught queen who produced all workers in colony M. The queen was taken into the laboratory, where she produced wild genotype, lab reared workers"
Experiment04,1,WQ2,1x,Queen,Wild,Outdoor,NA,H,NA,NA,NA,NA,NA,NA,terrestris,"Ireland: County Wicklow, Calary Upper",53.135 N 6.162 W,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"The wild caught queen who produced all workers in colony H. The queen was taken into the laboratory, where she produced wild genotype, lab reared workers"
Experiment04,1,WQ3,1x,Queen,Wild,Outdoor,NA,K,NA,NA,NA,NA,NA,NA,terrestris,"Ireland: County Wicklow, Calary Upper",53.135 N 6.162 W,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"The wild caught queen who produced all workers in colony K. The queen was taken into the laboratory, where she produced wild genotype, lab reared workers"
Experiment04,1,WQ4,1x,Queen,Wild,Outdoor,NA,A,NA,NA,NA,NA,NA,NA,terrestris,"Ireland: County Wicklow, Calary Upper",53.135 N 6.162 W,05-Mar-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"The wild caught queen who produced all workers in colony A. The queen was taken into the laboratory, where she produced wild genotype, lab reared workers"
Experiment04,1,MB,10x,Worker,Wild,Laboratory,0,M,NA,BBP_299,PX981332,15-Nov-24,KT074035.1,100,terrestris,NA,NA,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,Frozen immediately prior to exposure experiment to provide a baseline for any future molecular work. The first generation of new workers produced by the wild queen in the laboratory
Experiment04,1,HB,10x,Worker,Wild,Laboratory,0,H,NA,BBP_300,PX981333,15-Nov-24,MN652862.1,100,terrestris,NA,NA,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,Frozen immediately prior to exposure experiment to provide a baseline for any future molecular work. The first generation of new workers produced by the wild queen in the laboratory
Experiment04,1,KB,10x,Worker,Wild,Laboratory,0,K,NA,BBP_301,PX981334,15-Nov-24,KT074035.1,100,terrestris,NA,NA,04-Apr-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,Frozen immediately prior to exposure experiment to provide a baseline for any future molecular work. The first generation of new workers produced by the wild queen in the laboratory
Experiment04,1,AB,10x,Worker,Wild,Laboratory,0,A,NA,BBP_302,PX981335,15-Nov-24,PP932612.1,100,terrestris,NA,NA,05-Mar-24,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,Frozen immediately prior to exposure experiment to provide a baseline for any future molecular work. The first generation of new workers produced by the wild queen in the laboratory
Experiment04,1,AXB,10x,Worker,Commercial_Koppert,Laboratory,0,AX,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediatey upon commercial colony delivery, to provide a baseline for any future molecular work"
Experiment04,1,AXB,1x,Worker,Commercial_Koppert,Laboratory,0,AX,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediatey upon commercial colony delivery, to provide a baseline for any future molecular work"
Experiment04,1,AYB,10x,Worker,Commercial_Koppert,Laboratory,0,AX,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediatey upon commercial colony delivery, to provide a baseline for any future molecular work"
Experiment04,1,AYB,1x,Worker,Commercial_Koppert,Laboratory,0,AX,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediatey upon commercial colony delivery, to provide a baseline for any future molecular work"
Experiment04,1,AZB,10x,Worker,Commercial_Koppert,Laboratory,0,AX,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,1,"Frozen immediatey upon commercial colony delivery, to provide a baseline for any future molecular work"
Experiment04,1,1BL,10x,Drone,Commercial_Biobest,Outdoor,5,1,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,"Frozen immediately upon return of the commerical colony to the lab (after being placed outdoors in the field for 5 weeks), to provide a baseline for any future molecular work"
Experiment04,1,4BL,10x,Drone,Commercial_Biobest,Outdoor,5,3,NA,NA,NA,NA,NA,NA,terrestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,"Frozen immediately upon return of the commerical colony to the lab (after being placed outdoors in the field for 5 weeks), to provide a baseline for any future molecular work"
